PC1,PC2,PC3,PC4,PC5
1.7285410958354597,0.8334451340203682,-0.3843628934326767,-0.4298971609062473,-0.11807013920932179
0.3128349726296883,-2.5315374618764737,0.6152735907737735,-0.9124514408635687,-0.8450629517362079
-1.1973175003770418,0.8838040689206813,-1.177909033653972,1.1729509815880075,-1.0728845765391721
0.9047524214811887,-0.0021582362884996174,-0.23640253764527436,-1.3548370044829599,-0.4414979594510994
1.498610805695931,0.5267798819555821,-0.7876911334586335,-0.08865635640034907,-0.2750363298082344
-0.11124082071895892,0.6790448553633123,-1.205585156634608,-0.39239566743281834,0.7538850821687397
-4.955171790846436,1.9427521930636762,1.6268826245994876,0.21328728757503534,-1.4913199965967752
0.25011828337172,0.9081391939240979,-1.0637227587920377,0.39693351589099424,0.10535615360652738
0.5022913470792986,0.4339699599868913,-0.7909430163299909,-0.3547995181120785,-0.5670602717710551
0.5975437254817574,0.5124614423331662,0.27949656349025465,-1.6878684359789413,-0.9575309202054474
-0.03062470283340238,0.9941042973595346,-1.2059981229275847,0.1335048635110546,0.6709563461918518
0.8879182535863579,0.8537821339085822,-0.3671969845661705,-0.27634694128601855,-0.2913546509685765
-1.0465424070173608,1.4257488875370798,-0.4931598606072983,0.5270391548034099,0.06177325308411894
-1.3121405460155346,1.0320842309008844,-0.4783363140927205,-0.24354731354313477,-0.028925214947939558
1.2799152916604337,-0.3877691921421082,-1.0472374761124743,-0.44511666967165914,-0.20916536318292567
-1.3290093369124916,-1.730163527325321,-1.2614582332915178,-0.9221568796627232,0.3015488747863414
1.7224382574602692,-1.2624125415988434,0.8554973194276004,0.43768811145795605,1.8219134787882059
1.2122499280164036,1.3649791737691883,0.6766925864468682,-1.1831518324797226,-0.04509242668641219
-0.5124664292642757,0.103241282879721,-0.9403030251390977,-0.6617943305238384,-0.8951712996294879
-0.6193354931147306,-0.30912236741108484,-3.461310096999825,-1.4271716677734412,2.2607189706699486
0.1915232223183943,-0.20573871084685078,-3.505160723448488,-1.5369575362638106,2.483706819945612
-4.684336232728841,-0.7537029287571803,-1.0851095565128765,0.9140973662926885,-0.2201508336577175
0.2090897239093462,1.4134743776860887,0.11114315955509266,-0.473599935308663,0.25879594035671594
-2.7367046133733752,-3.3739806218276094,1.4481447629802704,-0.8031784267192347,-0.3768703486227871
0.7484524262568951,-2.0414118163380635,-0.8659384110629407,-0.27120722776506173,0.27683289806318906
0.4459506655610427,1.221390782603009,-0.8074178988063638,0.5327405886089158,-0.048070596572206824
1.1191590584645439,-0.5652387477413757,-0.6677161038207475,0.3892452874230995,-0.1701805160778965
0.713037189056776,1.2999685841395965,-0.8244150790680432,0.7092388990163173,0.052449072826207456
-0.9238335116890705,-4.196285578707087,-0.5694521965826245,0.9182612241221452,-0.48161480182776323
0.8968673751816142,0.63928171103284,-0.7269311373693881,-0.18766900816158374,-0.5943542751645018
-4.495944354548093,-3.764000606310039,-1.4906624750005473,-0.5641090017627253,0.5954389900579995
-1.0156588744524384,0.5989098643793656,-0.6723938231595845,0.5932121852893266,0.0870943583556829
-0.17566263912623778,-2.0092714901972424,-1.5594213778790071,-1.105188600938463,-0.5186267142440802
-0.33724467074714043,1.7900287133289405,-0.3322802523928026,1.6702130591214057,-0.7841117178251806
-2.246115483588397,-1.295851193967589,-3.1310446739986206,-3.9774942141561267,2.6550043815652646
1.559616006817989,-0.024857153200003212,-0.900108217265216,-0.21770662405472402,-0.1762122566012875
